Date,Ticker,Close,Dividends,High,Low,Open,Stock Splits,Volume
2023-09-01 09:30:00-04:00,AAPL,189.625,0.0,189.67999267578125,189.1999969482422,189.48500061035156,0.0,1766533.0
2023-09-01 09:30:00-04:00,AMZN,139.63999938964844,0.0,139.74000549316406,139.3699951171875,139.4550018310547,0.0,1825161.0
2023-09-01 09:30:00-04:00,BA,225.6750030517578,0.0,226.22999572753906,225.4600067138672,226.0,0.0,85482.0
2023-09-01 09:30:00-04:00,GOOG,138.07000732421875,0.0,138.5800018310547,137.99000549316406,138.42999267578125,0.0,811255.0
2023-09-01 09:30:00-04:00,IBM,147.52000427246094,0.0,147.60000610351562,147.19500732421875,147.25999450683594,0.0,103412.0
2023-09-01 09:30:00-04:00,MGM,44.720001220703125,0.0,44.720001220703125,44.29999923706055,44.5,0.0,38833.0
2023-09-01 09:30:00-04:00,T,14.824999809265137,0.0,14.829999923706055,14.8100004196167,14.8100004196167,0.0,163004.0
2023-09-01 09:30:00-04:00,TSLA,258.460693359375,0.0,258.5487976074219,256.67999267578125,257.260009765625,0.0,4107092.0
2023-09-01 09:31:00-04:00,AAPL,189.360107421875,0.0,189.9199981689453,189.360107421875,189.61000061035156,0.0,362475.0
2023-09-01 09:31:00-04:00,AMZN,139.5500030517578,0.0,139.9600067138672,139.5301055908203,139.64999389648438,0.0,479492.0
2023-09-01 09:31:00-04:00,BA,225.1300048828125,0.0,225.8000030517578,224.7100067138672,225.68499755859375,0.0,30228.0
2023-09-01 09:31:00-04:00,GOOG,137.96929931640625,0.0,138.3000030517578,137.9499969482422,138.10000610351562,0.0,125364.0
2023-09-01 09:31:00-04:00,IBM,147.5749969482422,0.0,147.6320037841797,147.5,147.52000427246094,0.0,14502.0
2023-09-01 09:31:00-04:00,MGM,44.744998931884766,0.0,44.790000915527344,44.63999938964844,44.70050048828125,0.0,21873.0
2023-09-01 09:31:00-04:00,T,14.800000190734863,0.0,14.829999923706055,14.800000190734863,14.824999809265137,0.0,602840.0
2023-09-01 09:31:00-04:00,TSLA,258.44000244140625,0.0,259.07940673828125,258.07000732421875,258.54998779296875,0.0,735100.0
2023-09-01 09:32:00-04:00,AAPL,188.88999938964844,0.0,189.39999389648438,188.8800048828125,189.3699951171875,0.0,361147.0
2023-09-01 09:32:00-04:00,AMZN,139.05499267578125,0.0,139.60000610351562,139.02439880371094,139.60000610351562,0.0,368167.0
2023-09-01 09:32:00-04:00,BA,225.6699981689453,0.0,225.6699981689453,225.0399932861328,225.1300048828125,0.0,16258.0
